iataCode,cityName,airportName,countryCode
BBV,Nero-Mer,Nero-Mer Airport,CI
BBW,Broken Bow,Broken Bow Municipal Airport,US
BBX,Wings,Wings Field,US
BBY,Bambari,Bambari Airport,CF
BBZ,Zambezi,Zambezi Airport,ZM
BCA,Gustavo Rizo,Gustavo Rizo Airport,CU
BCB,Virginia Tech Montgomery Executive,Virginia Tech Montgomery Executive Airport,US
BCC,Bear Creek 3,Bear Creek 3 Airport,US
BCD,Bacolod-Silay,Bacolod-Silay International Airport,PH
BCE,Bryce Canyon,Bryce Canyon Airport,US
BCF,Bouca,Bouca Airport,CF
BCG,Bemichi,Bemichi Airport,GY
BCH,Baucau,Baucau Airport,TL
BCI,Barcaldine,Barcaldine Airport,AU
BCK,Bolwarra,Bolwarra Airport,AU
BCL,Barra del Colorado,Barra del Colorado Airport,CR
BCM,Bacau,Bacau International Airport,RO
BCN,Barcelona,Josep Tarradellas Barcelona-El Prat Airport,Spain
BCO,Baco,Baco Airport (Jinka Airport),ET
BCP,Bambu,Bambu Airport,PG
BCQ,Brak,Brak Airport,LY
BCR,Novo Campo,Novo Campo Airport,BR
BCS,Southern Seaplane,Southern Seaplane Airport,US
BCT,Boca Raton,Boca Raton Airport,US
BCU,Bauchi State,Bauchi State Airport,NG
BCV,Hector Silva,Hector Silva Airstrip,BZ
BCW,Benguerra Island,Benguerra Island Airport,MZ
BCX,Beloretsk,Beloretsk Airport,RU
BCY,Bulchi,Bulchi Airport,ET
BCZ,Bickerton Island,Bickerton Island Airport,AU
BDA,L.F. Wade,L.F. Wade International Airport,BM
BDB,Bundaberg,Bundaberg Airport,AU
BDC,Barra do Corda,Barra do Corda Airport,BR
BDD,Badu Island,Badu Island Airport,AU
BDE,Baudette,Baudette International Airport,US
BDF,Rinkenberger RLA,Rinkenberger RLA Airport,US
BDG,Blanding,Blanding Municipal Airport,US
BDH,Bandar Lengeh,Bandar Lengeh Airport,IR
BDI,Bird Island,Bird Island Airport,SC
BDJ,Syamsudin Noor,Syamsudin Noor Airport,ID
BDK,Soko,Soko Airport,CI
BDL,Bradley,Bradley International Airport,US
BDM,Bandirma,Bandirma Airport,TR
BDN,Talhar,Talhar Airport,PK
BDO,Husein Sastranegara,Husein Sastranegara International Airport,ID
BDP,Bhadrapur,Bhadrapur Airport (Chandragadhi Airport),NP
BDQ,Vadodara,Vadodara Airport (Civil Airport Harni),IN
BDR,Igor I. Sikorsky Memorial,Igor I. Sikorsky Memorial Airport,US
BDS,Brindisi,Brindisi - Salento Airport,IT
BDT,Gbadolite,Gbadolite Airport,CD
BDU,Bardufoss,Bardufoss Airport,NO
BDV,Moba,Moba Airport,CD
BDW,Bedford Downs,Bedford Downs Airport,AU
BDX,Broadus,Broadus Airport,US
BDY,Bandon State,Bandon State Airport,US
BDZ,Baindoung,Baindoung Airport,PG
BEA,Bereina,Bereina Airport,PG
BEB,Benbecula,Benbecula Airport,GB
BEC,Beech Factory,Beech Factory Airport,US
BED,Laurence G. Hanscom,Laurence G. Hanscom Field,US
BEE,Beagle Bay,Beagle Bay Airport,AU
BEF,Bluefields,Bluefields Airport,NI
BEG,Belgrade,Belgrade Nikola Tesla Airport,Serbia
BEH,Southwest Michigan,Southwest Michigan Regional Airport,US
BEI,Beica,Beica Airport,ET
BEJ,Kalimarau,Kalimarau Airport,ID
BEK,Bareilly,Bareilly Airport,IN
BEL,Val de Cans,Val de Cans International Airport,BR
BEM,Beni Mellal,Beni Mellal Airport,MA
BEN,Benina,Benina International Airport,LY
BEO,Lake Macquarie,Lake Macquarie Airport (Belmont Airport),AU
BEP,Bellary,Bellary Airport,IN
BEQ,Honington,RAF Honington,GB
BER,Berlin,Berlin Brandenburg Airport,Germany
BES,Brest Bretagne,Brest Bretagne Airport,FR
BET,Bethel,Bethel Airport,US
BEU,Bedourie,Bedourie Airport,AU
BEV,Beersheba,Beersheba Airport,IL
BEW,Beira,Beira Airport,MZ
BEX,Benson,RAF Benson,GB
BEY,Beirut,Rafic Hariri International Airport,Lebanon
BEZ,Beru Island,Beru Island Airport,KI
BFA,Bahia Negra,Bahia Negra Airport,PY
BFC,Bloomfield,Bloomfield Airport,AU
BFD,Bradford,Bradford Regional Airport,US
BFE,Bielefeld,Bielefeld Airport,DE
BFF,Western Nebraska,Western Nebraska Regional Airport (William B. Heilig Field),US
BFG,Bullfrog Basin,Bullfrog Basin Airport,US
BFH,Bacacheri,Bacacheri Airport,BR
BFI,Boeing,Boeing Field/King County International Airport,US
BFJ,Bijie Feixiong,Bijie Feixiong Airport,CN
BFK,Buckley,Buckley Air Force Base,US
BFL,Meadows,Meadows Field Airport,US
BFM,Mobile Downtown,Mobile Downtown Airport,US
BFN,Bloemfontein,Bloemfontein Airport,ZA
BFO,Buffalo Range,Buffalo Range Airport,ZW
BFP,Beaver,Beaver County Airport,US
BFQ,Bahia Pina,Bahia Pina Airport,PA
BFR,Virgil I. Grissom,Virgil I. Grissom Municipal Airport,IN
BFS,Belfast,Belfast International Airport,GB
BFT,Beaufort,Beaufort County Airport,US
BFU,Bengbu,Bengbu Airport,CN
BFV,Buriram,Buriram Airport,TH
BFW,Sidi Bel Abbes,Sidi Bel Abbes Airport,DZ
BFX,Bafoussam,Bafoussam Airport,CM
BGA,Palonegro,Palonegro International Airport,CO
BGB,Booue,Booue Airport,GA
BGC,Braganca,Braganca Airport,PT
BGD,Hutchinson,Hutchinson County Airport,US
BGE,Decatur County Industrial,Decatur County Industrial Air Park,US
BGF,Bangui M'Poko,Bangui M'Poko International Airport,CF
BGG,Bingol,Bingol Airport,TR
BGH,Abbaye,Abbaye Airport,MR
BGI,Grantley Adams,Grantley Adams International Airport,BB
BGJ,Borgarfjorour Eystri,Borgarfjorour Eystri Airport,IS
BGK,Big Creek,Big Creek Airport,BZ
BGL,Balewa,Balewa Airport,NP
BGM,Greater Binghamton,Greater Binghamton Airport (Edwin A. Link Field),US
BGN,Belaya Gora,Belaya Gora Airport,RU
BGO,Bergen,Bergen Airport,NO
BGP,Bongo,Bongo Airport,GA
BGQ,Big Lake,Big Lake Airport,US
BGR,Bangor,Bangor International Airport,US
BGT,Bagdad,Bagdad Airport,US
BGU,Bangassou,Bangassou Airport,CF
BGV,Bento Goncalves,Bento Goncalves Airport,BR
BGW,Baghdad,Baghdad International Airport,Iraq
BGX,Comandante Gustavo Kraemer,Comandante Gustavo Kraemer Airport,BR
BGY,Milan,Orio al Serio Airport (Bergamo),Italy
BGZ,Braga,Braga Airport,PT
BHA,Los Perales,Los Perales Airport,EC
BHB,Hancock County-Bar Harbor,Hancock County-Bar Harbor Airport,US
BHD,George Best Belfast City,George Best Belfast City Airport,GB
BHE,Woodbourne,Woodbourne Airport,NZ
BHF,Bahia Cupica,Bahia Cupica Airport,CO
BHG,Brus Laguna,Brus Laguna Airport,HN
BHH,Bisha Domestic,Bisha Domestic Airport,SA
BHI,Comandante Espora,Comandante Espora Airport,AR
BHJ,Bhuj,Bhuj Airport / Bhuj Rudra Mata Air Force Base,IN
BHK,Bukhara,Bukhara International Airport,UZ
BHL,Bahia de los Angeles,Bahia de los Angeles Airport,MX
BHM,Birmingham-Shuttlesworth,Birmingham-Shuttlesworth International Airport,US
BHN,Beihan,Beihan Airport,YE
BHO,Raja Bhoj,Raja Bhoj Airport,IN
BHP,Bhojpur,Bhojpur Airport,NP
BHQ,Broken Hill,Broken Hill Airport,AU
BHR,Bharatpur,Bharatpur Airport,NP
BHS,Bathurst,Bathurst Airport,AU
BHT,Brighton Downs,Brighton Downs Airport,AU
BHU,Bhavnagar,Bhavnagar Airport,IN
BHV,Bahawalpur,Bahawalpur Airport,PK
BHW,Bhagatanwala,Bhagatanwala Airport,PK
BHX,Birmingham,Birmingham Airport,GB
BHY,Beihai Fucheng,Beihai Fucheng Airport,CN
BIA,Bastia,Bastia - Poretta Airport,FR
BIB,Baidoa,Baidoa Airport,SO
BID,Block Island State,Block Island State Airport,US
BIE,Beatrice,Beatrice Municipal Airport,US
BIF,Biggs Army,Biggs Army Airfield,US
BIG,Allen Army,Allen Army Airfield,US
BIH,Eastern Sierra,Eastern Sierra Regional Airport,US
BII,Bikini Atoll,Bikini Atoll Airport,MH
BIJ,Biliau,Biliau Airport,PG
BIK,Frans Kaisiepo,Frans Kaisiepo Airport,ID
BIL,Billings Logan,Billings Logan International Airport,US
BIM,South Bimini,South Bimini Airport,BS
BIN,Bamyan,Bamyan Airport,AF
BIO,Bilbao,Bilbao Airport,ES
BIP,Bulimba,Bulimba Airport,AU
BIQ,Biarritz Pays Basque,Biarritz Pays Basque Airport,FR
BIR,Biratnagar,Biratnagar Airport,NP
BIS,Bismarck,Bismarck Municipal Airport,US
BIT,Baitadi,Baitadi Airport,NP
BIU,Bildudalur,Bildudalur Airport,IS
BIV,Bria,Bria Airport,CF
BIW,Billiluna,Billiluna Airport,AU
BIX,Keesler,Keesler Air Force Base,US
BIY,Bhisho,Bhisho Airport,ZA
BIZ,Bimin,Bimin Airport,PG
BJA,Soummam,Soummam - Abane Ramdane Airport,DZ
BJB,Bojnord,Bojnord Airport,IR
BJC,Rocky Mountain Metropolitan,Rocky Mountain Metropolitan Airport,US
BJD,Bakkafjorour,Bakkafjorour Airport,IS
BJE,Baleela,Baleela Airport,SD
BJF,Batsfjord,Batsfjord Airport,NO
BJG,Kotamobagu Mopait,Kotamobagu Mopait Airport,ID
BJH,Bajhang,Bajhang Airport,NP
BJI,Bemidji,Bemidji Regional Airport,US
BJJ,Wayne,Wayne County Airport,US
BJK,Benjina,Benjina Airport (Nangasuri Airport),ID
BJL,Banjul,Banjul International Airport,GM
BJM,Bujumbura,Bujumbura International Airport,BI
BJN,Bajone,Bajone Airport,MZ
BJO,Bermejo,Bermejo Airport,BO
BJP,Arthur Siqueira-Braganca Paulista State,Arthur Siqueira-Braganca Paulista State Airport,BR
BJQ,Bahja,Bahja Airport,OM
BJR,Bahir Dar,Bahir Dar Airport,ET
BJT,Bentota River,Bentota River Airport,LK
BJU,Bajura,Bajura Airport,NP
BJV,Milas-Bodrum,Milas-Bodrum Airport,TR
BJW,Bajawa Soa,Bajawa Soa Airport,ID
BJX,Del Bajio,Del Bajio International Airport (Guanajuato Int'l Airport),MX
BJY,Batajnica,Batajnica Air Base,RS
BJZ,Badajoz,Badajoz Airport (Talavera la Real Air Base),ES
BKB,Nal,Nal Airport,IN
BKC,Buckland,Buckland Airport,US
BKD,Stephens,Stephens County Airport,US
BKE,Baker City,Baker City Municipal Airport,US
BKF,Lake Brooks,Lake Brooks Seaplane Base,US
BKG,Branson,Branson Airport,US
BKH,Barking Sands PMRF,Barking Sands PMRF,US
BKI,Kota Kinabalu,Kota Kinabalu International Airport,MY
BKJ,Boke Baralande,Boke Baralande Airport,GN
BKK,Bangkok,Suvarnabhumi Airport,Thailand
BKL,Cleveland Burke Lakefront,Cleveland Burke Lakefront Airport,US
BKM,Bakelalan,Bakelalan Airport,MY
BKN,Balkanabat,Balkanabat Airport,TM
BKO,Bamako-Senou,Bamako-Senou International Airport,ML
BKP,Barkly Downs,Barkly Downs Airport,AU
BKQ,Blackall,Blackall Airport,AU
BKR,Bokoro,Bokoro Airport,TD
BKS,Fatmawati Soekarno,Fatmawati Soekarno Airport,ID
BKT,Blackstone Army,Blackstone Army Airfield (Allen C. Perkinson Airport),US
BKU,Betioky,Betioky Airport,MG
BKW,Raleigh County Memorial,Raleigh County Memorial Airport,US
BKX,Brookings,Brookings Regional Airport,US
BKY,Kavumu,Kavumu Airport,CD
BKZ,Bukoba,Bukoba Airport,TZ
BLA,General Jose Antonio Anzoategui,General Jose Antonio Anzoategui International Airport,VE
BLB,Panama Pacifico,Panama Pacifico International Airport (former Howard AFB),PA
BLC,Bali,Bali Airport,CM
BLD,Boulder City,Boulder City Municipal Airport,US
BLE,Dala,Dala Airport (Borlange Airport),SE
BLF,Mercer,Mercer County Airport,US
BLG,Belaga,Belaga Airport,MY
BLH,Blythe,Blythe Airport,US
BLI,Bellingham,Bellingham International Airport,US
BLJ,Mostepha Ben Boulaid,Mostepha Ben Boulaid Airport,DZ
BLK,Blackpool,Blackpool Airport,GB
BLL,Billund,Billund Airport,DK
BLM,Monmouth Executive,Monmouth Executive Airport,US
BLN,Benalla,Benalla Airport,AU
BLO,Blonduos,Blonduos Airport,IS
BLP,Huallaga,Huallaga Airport,PE
BLQ,Bologna Guglielmo Marconi,Bologna Guglielmo Marconi Airport,IT
BLR,Kempegowda,Kempegowda International Airport,IN
BLS,Bollon,Bollon Airport,AU
BLT,Blackwater,Blackwater Airport,AU
BLU,Blue Canyon-Nyack,Blue Canyon-Nyack Airport,US
BLV,MidAmerica St. Louis,MidAmerica St. Louis Airport / Scott Air Force Base,US
BLX,Belluno,Belluno Airport,IT
BLY,Belmullet,Belmullet Aerodrome,IE
BLZ,Chileka,Chileka International Airport,MW
BMA,Stockholm Bromma,Stockholm Bromma Airport,SE
BMB,Bumba,Bumba Airport,CD
BMC,Brigham City,Brigham City Airport,US
BMD,Belo sur Tsiribihina,Belo sur Tsiribihina Airport,MG
BME,Broome,Broome International Airport,AU
BMF,Bakouma,Bakouma Airport,CF
BMG,Monroe,Monroe County Airport,IN
BMH,Bomai,Bomai Airport,PG
BMI,Central Illinois,Central Illinois Regional Airport,US
BMJ,Baramita,Baramita Airport,GY
BMK,Borkum,Borkum Airfield,DE
BML,Berlin,Berlin Regional Airport,US
BMM,Bitam,Bitam Airport,GA
BMN,Bamarni,Bamarni Airport,IQ
BMO,Bhamo,Bhamo Airport,MM
BMP,Brampton Island,Brampton Island Airport,AU
BMQ,Bamburi,Bamburi Airport,KE
BMR,Baltrum,Baltrum Airport,DE
BMS,Socrates Mariani Bittencourt,Socrates Mariani Bittencourt Airport,BR
BMT,Beaumont,Beaumont Municipal Airport,US
BMU,Sultan Muhammad Salahudin,Sultan Muhammad Salahudin Airport (Bima Airport),ID
BMV,Buon Ma Thuot,Buon Ma Thuot Airport,VN
BMW,Bordj Mokhtar,Bordj Mokhtar Airport,DZ
BMX,Big Mountain,Big Mountain Air Force Station,US
BMY,Ile Art,Ile Art - Waala Airport,NC
BMZ,Bamu,Bamu Airport,PG
BNA,Nashville,Nashville International Airport,US
BNB,Boende,Boende Airport,CD
BNC,Beni,Beni Airport,CD
BND,Bandar Abbas,Bandar Abbas International Airport,IR
BNE,Brisbane,Brisbane Airport,AU
BNF,Warm Springs Bay,Warm Springs Bay Seaplane Base,US
BNG,Banning,Banning Municipal Airport,US
BNI,Benin,Benin Airport,NG
BNK,Ballina Byron Gateway,Ballina Byron Gateway Airport,AU
BNL,Barnwell,Barnwell Regional Airport,US
BNM,Bodinumu,Bodinumu Airport,PG
BNN,Bronnoysund,Bronnoysund Airport,NO
BNO,Burns,Burns Municipal Airport,US
BNP,Bannu,Bannu Airport,PK
BNQ,Baganga,Baganga Airport,PH
BNR,Banfora,Banfora Airport,BF
BNS,Barinas,Barinas Airport,VE
BNT,Bundi,Bundi Airport,PG
BNU,Blumenau,Blumenau Airport,BR
BNV,Boana,Boana Airport,PG
BNW,Boone,Boone Municipal Airport,US
BNX,Banja Luka,Banja Luka International Airport,BA
BNY,Bellona,Bellona/Anua Airport,SB
BNZ,Banz,Banz Airport,PG
BOA,Boma,Boma Airport,CD
BOB,Bora Bora,Bora Bora Airport (Motu Mute Airport),PF
BOC,Bocas del Toro Isla Colon,Bocas del Toro Isla Colon International Airport,PA
BOD,Bordeaux-Merignac,Bordeaux-Merignac Airport,FR
BOE,Boundji,Boundji Airport,CG
BOG,Bogotá,El Dorado International Airport,Colombia
BOH,Bournemouth,Bournemouth Airport,GB
BOI,Boise Air Terminal,Boise Air Terminal (Gowen Field),US
BOJ,Burgas,Burgas Airport,BG
BOK,Brookings,Brookings Airport,US
BOL,Ballykelly,Ballykelly Airfield (RAF Ballykelly),GB
BOM,Mumbai,Chhatrapati Shivaji Maharaj International Airport,India
BON,Flamingo,Flamingo International Airport,BQ
BOO,Bodo,Bodo Airport,NO
BOP,Bouar,Bouar Airport,CF
BOQ,Boku,Boku Airport,PG
BOS,Logan,Logan International Airport,US
BOT,Bosset,Bosset Airport,PG
BOU,Bourges,Bourges Airport,FR
BOV,Boang Island,Boang Island Airport,PG
BOW,Bartow,Bartow Municipal Airport,US
BOX,Borroloola,Borroloola Airport,AU
BOY,Bobo Dioulasso,Bobo Dioulasso Airport,BF
BOZ,Bozoum,Bozoum Airport,CF
BPB,Boridi,Boridi Airport,PG
BPC,Bamenda,Bamenda Airport,CM
BPD,Bapi,Bapi Airport,PG
BPE,Qinhuangdao Beidaihe,Qinhuangdao Beidaihe Airport,CN
BPF,Batuna,Batuna Airport,SB
BPG,Barra do Garcas,Barra do Garcas Airport,BR
BPH,Bislig,Bislig Airport,PH
BPI,Miley Memorial,Miley Memorial Field,US
BPK,Biangabip,Biangabip Airport,PG
BPL,Bole Alashankou,Bole Alashankou Airport,CN
BPM,Begumpet,Begumpet Airport,IN
BPN,Sultan Aji Muhammad Sulaiman,Sultan Aji Muhammad Sulaiman Airport,ID
BPS,Porto Seguro,Porto Seguro Airport,BR
BPT,Jack Brooks,Jack Brooks Regional Airport,US
BPX,Qamdo Bamda,Qamdo Bamda Airport,CN
BPY,Besalampy,Besalampy Airport,MG
BQA,Dr. Juan C. Angara,Dr. Juan C. Angara Airport,PH
BQB,Busselton,Busselton Regional Airport,AU
BQE,Bubaque,Bubaque Airport,GW
BQG,Bogorodskoye,Bogorodskoye Airport,RU
BQH,London Biggin Hill,London Biggin Hill Airport,GB
BQI,Bagani,Bagani Airport,NA
BQJ,Batagay,Batagay Airport,RU
BQK,Brunswick Golden Isles,Brunswick Golden Isles Airport,US
BQL,Boulia,Boulia Airport,AU
BQN,Rafael Hernandez,Rafael Hernandez Airport,US
BQO,Tehini,Tehini Airport,CI
BQQ,Barra,Barra Airport,BR
BQS,Ignatyevo,Ignatyevo Airport,RU
BQT,Brest,Brest Airport,BY
BQU,J. F. Mitchell,J. F. Mitchell Airport,VC
BQV,Bartlett Cove,Bartlett Cove Seaplane Base,US
BQW,Balgo Hill,Balgo Hill Airport,AU
BRA,Barreiras,Barreiras Airport,BR
BRB,Barreirinhas,Barreirinhas Airport,BR
BRC,San Carlos de Bariloche,San Carlos de Bariloche Airport,AR
BRD,Brainerd Lakes,Brainerd Lakes Regional Airport,US
BRE,Bremen,Bremen Airport,DE
BRH,Brahman,Brahman Airport,PG
BRI,Bari Karol Wojtyla,Bari Karol Wojtyla Airport,IT
BRJ,Bright,Bright Airport,AU
BRK,Bourke,Bourke Airport,AU
BRL,Southeast Iowa,Southeast Iowa Regional Airport,US
BRM,Jacinto Lara,Jacinto Lara International Airport,VE
BRN,Bern,Bern Airport,CH
BRO,Brownsville,Brownsville/South Padre Island International Airport,US
BRP,Biaru,Biaru Airport,PG
BRQ,Brno-Turany,Brno-Turany Airport,CZ
BRR,Barra,Barra Airport,GB
BRS,Bristol,Bristol Airport,GB
BRT,Bathurst Island,Bathurst Island Airport,AU
BRU,Brussels,Brussels Airport,Belgium
BRW,Wiley Post-Will Rogers Memorial,Wiley Post-Will Rogers Memorial Airport,US
BRX,Maria Montez,Maria Montez International Airport,DO
BRY,Samuels,Samuels Field,US
BSA,Bender Qassim,Bender Qassim International Airport,SO
BSB,Brasilia,Brasilia International Airport (Presidente J. Kubitschek Int'l Airport),BR
BSC,Jose Celestino Mutis,Jose Celestino Mutis Airport,CO
BSD,Baoshan Yunduan,Baoshan Yunduan Airport,CN
BSE,Sematan,Sematan Airport,MY
BSF,Bradshaw Army,Bradshaw Army Airfield,US
BSG,Bata,Bata Airport,GQ
BSI,Balesin,Balesin Airport,PH
BSJ,Bairnsdale,Bairnsdale Airport,AU
BSK,Biskra,Biskra Airport,DZ
BSL,EuroAirport Basel-Mulhouse-Freiburg,EuroAirport Basel-Mulhouse-Freiburg,CH
BSM,Bishe Kola,Bishe Kola Air Base,IR
BSN,Bossangoa,Bossangoa Airport,CF
BSO,Basco,Basco Airport,PH
BSP,Bensbach,Bensbach Airport,PG
BSQ,Bisbee,Bisbee Municipal Airport,US
BSR,Basra,Basra International Airport,IQ
BSS,Balsas,Balsas Airport,BR
BST,Bost,Bost Airport,AF
BSU,Basankusu,Basankusu Airport,CD
BSV,Besakoa,Besakoa Airport,MG
BSW,Boswell Bay,Boswell Bay Airport,US
BSX,Pathein,Pathein Airport,MM
BSY,Bardera,Bardera Airport,SO
BTA,Bertoua,Bertoua Airport,CM
BTB,Betou,Betou Airport,CG
BTC,Batticaloa,Batticaloa Airport,LK
BTD,Brunette Downs,Brunette Downs Airport,AU
BTE,Sherbro,Sherbro International Airport,SL
BTF,Skypark,Skypark Airport,US
BTG,Batangafo,Batangafo Airport,CF
BTH,Hang Nadim,Hang Nadim Airport,ID
BTI,Barter Island LRRS,Barter Island LRRS Airport,US
BTJ,Sultan Iskandar Muda,Sultan Iskandar Muda International Airport,ID
BTK,Bratsk,Bratsk Airport,RU
BTL,W. K. Kellogg,W. K. Kellogg Airport,US
BTM,Bert Mooney,Bert Mooney Airport,US
BTN,Marlboro County,Marlboro County Jetport,US
BTO,Botopasi,Botopasi Airstrip,SR
BTP,Butler,Butler County Airport (K.W. Scholter Field),US
BTQ,Butare,Butare Airport,RW
BTR,Baton Rouge Metropolitan,Baton Rouge Metropolitan Airport (Ryan Field),US
BTS,M. R. Stefanik,M. R. Stefanik Airport,SK
BTT,Bettles,Bettles Airport,US
BTU,Bintulu,Bintulu Airport,MY
BTV,Burlington,Burlington International Airport,US
BTW,Batu Licin,Batu Licin Airport,ID
BTX,Betoota,Betoota Airport,AU
BTY,Beatty,Beatty Airport,US
BUA,Buka Island,Buka Island Airport,PG
BUB,Cram,Cram Field,US
BUC,Burketown,Burketown Airport,AU
BUD,Budapest,Budapest Ferenc Liszt International Airport,Hungary
BUF,Buffalo Niagara,Buffalo Niagara International Airport,US
BUG,Benguela,Benguela Airport (Gen. V. Deslandes Airport),AO
BUI,Bokondini,Bokondini Airport,ID
BUJ,Bou Saada,Bou Saada Airport,DZ
BUK,Albuq,Albuq Airport,YE
BUL,Bulolo,Bulolo Airport,PG
BUM,Butler Memorial,Butler Memorial Airport,US
BUN,Gerardo Tobar Lopez,Gerardo Tobar Lopez Airport,CO
BUO,Burao,Burao Airport,SO
BUP,Bathinda,Bathinda Airport (Bhisiana Air Force Station),IN
BUQ,Joshua Mqabuko Nkomo,Joshua Mqabuko Nkomo International Airport,ZW
BUR,Los Angeles,Hollywood Burbank Airport,United States
BUS,Batumi,Batumi International Airport (Alexander Kartveli Batumi Int'l Airport),GE
BUT,Bathpalathang,Bathpalathang Airport,BT
BUU,Muara Bungo,Muara Bungo Airport,ID
BUV,Placeres,Placeres Airport,UY
BUW,Betoambari,Betoambari Airport,ID
BUX,Bunia,Bunia Airport,CD
BUY,Bunbury,Bunbury Airport,AU
BUZ,Bushehr,Bushehr Airport,IR
BVA,Paris,Beauvais-Tillé Airport,France
BVB,Boa Vista,Boa Vista International Airport,BR
BVC,Aristides Pereira,Aristides Pereira International Airport (Rabil Airport),CV
BVE,Brive-Souillac,Brive-Souillac Airport,FR
BVF,Dama,Dama Airport,FJ
BVG,Berlevag,Berlevag Airport,NO
BVH,Vilhena,Vilhena Airport (Brigadeiro Camarao Airport),BR
BVI,Birdsville,Birdsville Airport,AU
BVJ,Bovanenkovo,Bovanenkovo Airport,RU
BVK,Huacaraje,Huacaraje Airport,BO
BVL,Baures,Baures Airport,BO
BVM,Belmonte,Belmonte Airport,BR
BVO,Bartlesville,Bartlesville Municipal Airport,US
BVP,Bolovip,Bolovip Airport,PG
BVR,Esperadinha,Esperadinha Airport,CV
BVS,Breves,Breves Airport,BR
BVU,Beluga,Beluga Airport,US
BVV,Burevestnik,Burevestnik Airport,RU
BVW,Batavia Downs,Batavia Downs Airport,AU
BVX,Batesville,Batesville Regional Airport,US
BVY,Beverly,Beverly Municipal Airport,US
BVZ,Beverley Springs,Beverley Springs Airport,AU
BWA,Gautam Buddha,Gautam Buddha Airport,NP
BWB,Barrow Island,Barrow Island Airport,AU
BWC,Brawley,Brawley Municipal Airport,US
BWD,Brownwood,Brownwood Regional Airport,US
BWE,Braunschweig-Wolfsburg,Braunschweig-Wolfsburg Airport,DE
BWF,Barrow,Barrow/Walney Island Airport,GB
BWG,Bowling Green-Warren County,Bowling Green-Warren County Regional Airport,US
BWH,Butterworth,RMAF Butterworth,MY
BWI,Washington D.C.,Baltimore/Washington International Airport,United States
BWJ,Bawan,Bawan Airport,PG
BWK,Bol,Bol Airport (Brac Airport),HR
BWL,Blackwell-Tonkawa,Blackwell-Tonkawa Municipal Airport,US
BWM,Bowman,Bowman Municipal Airport,US
BWN,Brunei,Brunei International Airport,BN
BWO,Balakovo,Balakovo Airport,RU
BWP,Bewani,Bewani Airport,PG
BWQ,Brewarrina,Brewarrina Airport,AU
BWT,Burnie,Burnie Airport,AU
BWU,Bankstown,Bankstown Airport,AU
BWW,Las Brujas,Las Brujas Airport,CU
BWX,Blimbingsari,Blimbingsari Airport,ID
BXA,George R. Carr Memorial Air,George R. Carr Memorial Air Field,US
BXB,Babo,Babo Airport,ID
BXD,Bade,Bade Airport,ID
BXE,Bakel,Bakel Airport,SN
BXF,Bellburn,Bellburn Airstrip,AU
BXG,Bendigo,Bendigo Airport,AU
BXH,Balkhash,Balkhash Airport,KZ
BXI,Boundiali,Boundiali Airport,CI
BXJ,Boraldai,Boraldai Airport,KZ
BXK,Buckeye,Buckeye Municipal Airport,US
BXL,Blue Lagoon,Blue Lagoon Seaplane Base,FJ
BXM,Batom,Batom Airport,ID
BXN,Bodrum-Imsik,Bodrum-Imsik Airport,TR
BXO,Buochs,Buochs Airport,CH
BXP,Biala Podlaska,Biala Podlaska Airport,PL
BXR,Bam,Bam Airport,IR
BXS,Borrego Valley,Borrego Valley Airport,US
BXT,PT Badak Bontang,PT Badak Bontang Airport,ID
BXU,Bancasi,Bancasi Airport,PH
BXV,Breiodalsvik,Breiodalsvik Airport,IS
BXX,Borama,Borama Airport,SO
BXY,Krayniy,Krayniy Airport,KZ
BXZ,Bunsil,Bunsil Airport,PG
BYA,Boundary,Boundary Airport,US
BYB,Dibba,Dibba Airport,OM
BYC,Yacuiba,Yacuiba Airport,BO
BYD,Al Bayda,Al Bayda Airport,YE
BYF,Albert,Albert - Picardie Airport,FR
BYG,Johnson,Johnson County Airport,US
BYH,Arkansas,Arkansas International Airport,US
BYI,Burley,Burley Municipal Airport,US
BYJ,Beja,Beja Airport,PT
BYK,Bouake,Bouake Airport,CI
BYL,Bella Yella,Bella Yella Airport,LR
BYM,Carlos Manuel de Cespedes,Carlos Manuel de Cespedes Airport,CU
BYN,Bayankhongor,Bayankhongor Airport,MN
BYO,Bonito,Bonito Airport,BR
BYP,Barimunya,Barimunya Airport,AU
BYQ,Bunyu,Bunyu Airport,ID
BYR,Laesoe,Laesoe Airport,DK
BYS,Bicycle Lake Army,Bicycle Lake Army Airfield (Fort Irwin),US
BYT,Bantry,Bantry Aerodrome,IE
